name;lat;long;count;duration;q10_max;q50_max;q90_max;q10_min;q50_min;q90_min
GR000016648;39,6167;19,9167;3;26;35,2;39;45,4;32,417;33,42;35,235
GR000016716;39,65;22,45;2,8;18,5;36,08;37,7;40,2;31,7822;33,0115;33,8603
GR000016734;37,9;23,75;3,2;14;30,34;33,8;38,4;28,0715;29,108;29,8501
GR000016754;36,8331;21,7;3,4;12;31,72;37,4;43,4;28,6374;29,981;30,8056
GR000167460;35,3331;25,1831;3,4;9;31,04;38;40,4;29,53;30,838;31,743
GRM00016622;35,4831;24,1167;2,6;11;33,28;35,4;39,4;30,1958;31,009;32,222
GV000001809;40,52;22,971;2;3;32,512;33,25;37,2;31,309;31,736;32,25
GV000001818;11,32;-12,3;1,4;20;37,1;37,5;38;34,4422;34,604;34,7878
GV000001832;10,05;-12,87;5,2;7;33,41;34,8;36,35;32,1653;32,488;33,1247
GYM00081001;9,57;-13,62;2,2;4;31,695;32,6;32,9;31,6466;31,695;31,772
GYW00010502;6,8;-58,15;0;NA;NA;NA;NA;NA;NA;NA
HO000078711;6,5;-58,25;4,2;5;32,34;32,6;34,42;31,7132;31,869;32,757
HO000078720;15,217;-83,8;3,2;5;30,7539;31,9;33,5;30,2701;30,445;31,2645
HOM00078708;14,05;-87,217;3,2;5,5;35,247;37,8;39,96;34,4632;35,136;36,7526
HR000142360;15,453;-87,924;4,4;12,5;32,55;34,7;36,14;26,1763;28,802;30,862
HRE00105217;45,8167;15,9781;2,2;29;33,76;36,1;38,1;30,279;30,997;32,8008
HU000012942;43,5167;16,4331;3,8;10;29,86;34,6;36;25,3188;28,926;30,4532
HUM00012772;46;18,23;4,4;11,5;29,32;34,1;37,1;25,6534;27,8565;29,5939
HUM00012882;48,083;20,767;4,8;11;28,95;34,5;35,3;25,637;28,23;28,9059
HUM00012982;47,489;21,615;5;10;29,4;36,6;38,1;26,802;28,811;30,499
IC000004013;46,25;20,1;4,8;8;16,1;18;21;13,1768;13,6595;15,4106
IC000004030;65,0733;-22,7275;4,2;7;15,12;18,6;23,36;14,1972;14,51;16,167
IC000004048;64,1331;-21,9;3,2;8,5;13,64;15,95;20,27;11,6892;12,6075;13,8207
IC000004063;63,4;-20,2831;4,4;9,5;20,14;22;24,5;15,5538;16,5185;17,5115
IC000004097;65,68;-18,0794;3,6;8,5;15,94;17,6;19,5;12,252;12,9925;13,7426
ICW00016201;65,2667;-13,5831;5,4;5;13,58;17,2;20,48;13,2212;13,761;14,6978
ID000096073;63,9667;-22,6;1,4;5;32,72;33,7;34,32;32,4654;32,618;33,0896
ID000096145;1,55;98,883;6;6;33,6;35,1;35,8;32,697;33,0455;33,4045
ID000096805;3,2;106,25;4,2;5;32,32;33,3;35,8;31,7734;32,222;32,416
ID000096925;-7,733;109,017;2,6;7;32;32,9;34,1;31,5416;32,168;33,126
ID000097014;-5,85;112,633;0,6;6;33,4;33,6;35,3;32,399;32,648;33,867
ID000097146;1,533;124,917;0;NA;NA;NA;NA;NA;NA;NA
ID000097340;-4,1;122,433;4,2;7;34,86;35,2;39,2;33,065;33,292;35,1074
ID000097372;-9,667;120,333;2,4;10,5;34,35;36,2;37,66;33,5924;33,906;34,5197
ID000097502;-10,167;123,667;0,8;3;32,4;33,8;33,8;31,759;32,287;32,425
ID000097560;-0,933;131,117;1,4;4;32,32;32,8;32,8;31,03;31,074;31,2906
ID000097686;-1,183;136,117;2;5;28;28,4;28,8;26,97;27,0655;27,277
ID000097690;-4,067;138,95;2,4;5;34,6;35;36;33,1354;33,4925;33,5742
ID000097724;-2,567;140,483;1,8;3;32,36;34,1;35,1;31,6732;32,361;32,5716
ID000097900;-3,7;128,083;5,8;4;33,0212;34,2;35,8;32,4372;32,775;33,3798
ID000097980;-7,983;131,3;3,4;5;32,6;33,1;34,12;32,0544;32,203;32,506
IDM00096001;-8,467;140,383;5,2;5,5;32,02;33,2;34,18;31,4848;31,6105;32,3279
IDM00096035;5,874;95,34;3,2;5,5;34,01;35,2;36;33,2203;33,467;33,9348
IDM00096091;3,558;98,672;2,8;4;32,39;33,35;34,38;31,6404;32,0525;32,2492
IDM00096109;0,923;104,532;1,8;4;35;35,4;36,62;33,78;34,076;34,8414
IDM00096179;0,461;101,445;1,8;4;33;36,6;36,6;31,751;31,963;32,555
IDM00096221;-0,479;104,579;1,2;7;33,84;34,35;34,59;33,0268;33,3435;33,8228
IDM00096237;-2,898;104,701;2;5;33,5;34;34;32,5315;32,7715;32,8925
IDM00096249;-2,17;106,13;0,6;5;33,2;33,6;34,4;32,396;32,753;32,793
IDM00096633;-2,746;107,755;2,6;4;32,58;33,2;36,2;31,8132;32,178;32,599
IDM00096645;-1,268;116,894;2,6;3;34,18;34,2;34,56;33,0296;33,184;33,4964
IDM00096685;-2,705;111,673;0,8;5;33,9;34,9;35,5;33,243;34,0125;34,135
IDM00096839;-3,442;114,763;3;5;33,792;34,6;35,9;33,237;33,506;33,836
IDM00096933;-6,973;110,375;3,2;8,5;35;36;37,8;34,4178;34,6175;35,5973
IDM00096987;-7,217;112,717;6,4;5;33,2;33,8;35;32,381;32,502;33,3643
IDM00097048;-8,217;114,383;2,4;4;33,37;33,9;36;32,8387;33,046;34,013
IDM00097072;0,637;122,85;3,2;5;34,74;36,6;37,27;34,4684;34,8285;35,4935
IDM00097180;-0,919;119,91;1;4;34;35;35;33,274;33,697;33,922
IDM00097230;-5,062;119,554;1,8;3;31,8;32,4;33,3;31,2214;31,508;31,684
IDM00097260;-8,749;115,167;2,8;5;35,16;36,5;38,6;34,3145;34,806;35,8797
IDM00097530;-8,489;117,412;0,4;18,5;32,8;33,2;33,6;31,928;32,0255;32,123
IDM00097580;-0,892;134,049;0,2;6;33;33;33;32,167;32,167;32,167
IDM00097600;-1,833;138,717;2;4,5;32,7;33,8;34,4;32,2325;32,606;32,7245
IDM00097630;-2,083;126;4,8;4;31,54;32,5;33,8;30,6606;30,827;31,0436
IDM00097760;-2,883;132,25;3,6;4;32,23;33,6;35;31,8151;32,1565;32,5148
IDM00097810;-3,645;133,696;0,6;6;33,2;36;36;32,642;33,7;33,94
IDM00097876;-5,683;132,75;5,4;4;33;34,4;35,6;32,2444;32,6;32,8108
IN001020700;-6,1;140,3;2,8;10,5;39,8;42,1;43,02;39,095;39,9165;40,2985
IN001050200;14,583;77,633;3,6;9;38,26;43,2;46,6;37,0423;37,889;39,6501
IN001080500;16,95;82,233;3;13;39,4;41,4;43,3;37,123;39,237;40,122
IN001090500;17,45;78,47;1,6;26;43;44,55;46,44;39,4207;42,0695;42,944
IN001111200;18,767;79,433;2,6;11;38,58;43,5;47,6;37,19;38,96;41,5838
IN001111600;16,2;81,15;1;61;40,873;40,873;40,873;39,223;39,223;39,223
IN001120100;16,533;80,8;2,6;16;41,08;43,1;45,02;39,746;40,675;41,2156
IN001160200;15,8;78,067;3,4;8;42,34;44;46,2;39,077;40,066;41,5308
IN001170800;14,45;79,983;0;NA;NA;NA;NA;NA;NA;NA
IN001190700;18,667;78,1;1;93;34,95;34,95;34,95;34,429;34,429;34,429
IN001200200;18,333;84,133;1;93;36,78;36,78;36,78;35,821;35,821;35,821
IN002050100;17,717;83,233;0;NA;NA;NA;NA;NA;NA;NA
IN003020100;24,75;92,8;3,4;6;34,56;36,4;37,2;32,5698;32,989;33,6066
IN003030100;26,617;92,783;0;NA;NA;NA;NA;NA;NA;NA
IN003041800;26,017;89,983;3;7;34,7;35,8;36,8;33,231;33,539;34,101
IN003050401;26,1;91,583;3,6;4;33,2447;36,1;37,01;31,9218;33,2565;34,2393
IN003050500;27,233;94,117;4,8;4;34,3;35,9;36,4;32,0288;32,5625;33,3776
IN004051800;25,233;86,95;1,8;9;38,7606;44,9;45,2;37,8726;40,904;42,3414
IN004091000;24,75;84,95;1;29;38,588;38,588;38,588;38,588;38,588;38,588
IN004102500;24,05;84,067;1;9;39,4;43,4;44,7;36,374;39,584;40,551
IN004122600;25,267;87,467;2,8;8;39,98;41;41,8;37,0867;38,159;38,8072
IN005010600;23,317;85,317;2;10,5;41,15;42,9;43,95;39,903;40,92;41,7305
IN005030100;23,067;72,633;0;NA;NA;NA;NA;NA;NA;NA
IN005050100;24,2;72,2;0;NA;NA;NA;NA;NA;NA;NA
IN005090100;21,75;72,2;0;NA;NA;NA;NA;NA;NA;NA
IN005100100;22,367;69,083;0,6;5;34,8;38,2;38,2;34,45;34,638;34,7
IN005100400;20,9;70,367;0;NA;NA;NA;NA;NA;NA;NA
IN005120000;21,65;69,667;0;NA;NA;NA;NA;NA;NA;NA
IN005120501;23,25;68,85;0,8;6,5;40;41;45,2;38,175;38,549;39,941
IN005150100;23,25;69,667;2;8;39,55;42,1;43,05;38,771;39,361;39,987
IN005171200;22,3;70,783;1;5;36,832;40,5;41,4;36,26;37,066;38,05
IN006011400;21,2;72,833;0;NA;NA;NA;NA;NA;NA;NA
IN006012800;30,733;76,883;1;63;40,399;40,399;40,399;39,301;39,301;39,301
IN006031000;30,383;76,767;2,6;8;45,2;46,5;47,9;42,9212;43,498;44,8338
IN007101600;29,167;75,733;0;NA;NA;NA;NA;NA;NA;NA
IN008010200;31,1;77,167;5,6;9;32,71;34,3;34,6;30,3344;31,05;31,9569
IN008040500;34,083;74,833;0;NA;NA;NA;NA;NA;NA;NA
IN009010100;32,667;74,833;3;16;35;36,5;37,7;33,35;33,931;34,673
IN009012800;12,967;77,583;0;NA;NA;NA;NA;NA;NA;NA
IN009021000;12,95;77,633;1,2;6;35,88;37,7;39,94;34,9941;35,901;37,794
IN009070100;15,85;74,617;3,2;10;36,31;37,9;39,4;35,4361;36,244;36,6851
IN009090300;14,233;76,433;3,2;7;37,71;39,1;41,1;36,1247;37,16;37,9227
IN009120100;17,35;76,85;0;NA;NA;NA;NA;NA;NA;NA
IN009120400;14,783;74,133;0;NA;NA;NA;NA;NA;NA;NA
IN009130300;14,283;74,45;3,8;6;34,96;36,2;38,2;34,141;34,83;35,2294
IN010050700;12,917;74,883;2,2;30;33,4304;35;35,5;32,7782;33,735;33,9468
IN010100400;11,25;75,783;3;11;34,2;35,1;36,9;33,378;33,612;34,223
IN010100700;8,483;76,95;0;NA;NA;NA;NA;NA;NA;NA
IN011020300;8,467;76,95;2,8;8,5;39,18;42,1;43,34;37,4486;39,0875;39,9714
IN011060800;19,083;82,033;2,4;10,5;39,154;42,6;43,9;37,4754;39,2455;40,941
IN011140700;22,767;81,9;1,8;29;43,3;45;46,4;40,3404;41,839;43,0628
IN011150300;24,65;77,317;3,2;11;43,13;45,2;47,01;40,8581;42,1095;43,3455
IN011160300;26,233;78,25;0;NA;NA;NA;NA;NA;NA;NA
IN011170400;22,767;77,767;2,2;14;41,24;43;44,4;39,2218;39,856;40,8352
IN011180800;22,717;75,8;2,4;13;41,4553;44,1;45,09;39,9106;41,025;41,8569
IN011330900;23,2;79,95;0;NA;NA;NA;NA;NA;NA;NA
IN011340100;23,85;78,75;2,2;12;43;44,3;45,42;39,5918;41,2;42,5256
IN011351500;24,567;80,833;2,6;8;43,18;44,6;44,9;39,4808;41,214;42,151
IN011410500;23,283;77,35;0;NA;NA;NA;NA;NA;NA;NA
IN012020100;23,167;83,25;1,4;63;40,88;42,542;44,0284;40,6658;41,544;41,544
IN012041000;20,7;77,033;3,4;9;40,6;41,9;43,24;38,9504;39,507;40,3342
IN012051400;19,85;75,4;0;NA;NA;NA;NA;NA;NA;NA
IN012070800;21,467;80,2;2,2;7;34,78;36;37,44;33,6688;33,757;35,1786
IN012131800;19,117;72,85;0,2;57;40,2;40,2;40,2;36,057;36,057;36,057
IN012141800;16,7;74,233;1,4;32;41,94;46,3;47,54;40,4718;42,341;44,4666
IN012190100;21,1;79,05;2,4;6;37,9;41,35;42,4;36,0541;38;39,3964
IN012201100;18,533;73,85;1,2;5,5;34,25;36,5;41,56;33,6236;34,535;35,2372
IN012220400;17,817;73,1;0;NA;NA;NA;NA;NA;NA;NA
IN012230300;17,933;73,667;2,4;12,5;39,78;43,75;44,5;38,9109;40,661;41,5535
IN013010200;17,667;75,9;3,4;4;31,8;32,5;32,98;30,0022;30,478;30,7278
IN017010300;25,567;91,883;1,6;7;38,04;40,4;46,4;36,133;36,901;38,1194
IN017060500;20,783;86,733;0;NA;NA;NA;NA;NA;NA;NA
IN017111200;19,8;85,817;2,6;8;39,32;44,6;46,1;38,303;39,111;40,025
IN017120100;20,25;85,833;0;NA;NA;NA;NA;NA;NA;NA
IN017121000;21,467;83,967;1,8;16;44,88;46,2;46,4;41,0278;42,072;42,6126
IN019010300;30,867;75,933;0;NA;NA;NA;NA;NA;NA;NA
IN019040100;26,45;74,617;1,6;28,5;43,0975;46,3;47,6;41,5857;41,993;43,0809
IN019070100;25,75;71,383;3,2;8;45,2;46,2;46,95;42,5521;43,1275;43,9699
IN019100500;28;73,3;0;NA;NA;NA;NA;NA;NA;NA
IN019120700;28,25;74,917;2;5;42,3325;43,6;46,5;41,3295;41,8775;43,331
IN019131301;29,917;73,917;3,2;9,5;44,3;44,8;45,92;40,9268;41,7025;43,759
IN019140400;26,817;75,8;2,8;7,5;45;46,1;47;41,9753;43,461;45,1764
IN019180500;26,9;70,917;3,4;12;44,62;45,7;48,5;41,2924;41,717;43,1066
IN019191200;26,3;73,017;2,2;16;44,54;46,4;47;41,4282;42,637;44,561
IN019261900;25,15;75,85;1,4;42;40,125;42,8;45,52;38,695;39,522;40,0602
IN020020300;24,617;73,883;4,8;7;38,2;40,8;42,3;36,0556;37,87;39,0513
IN020031700;11,767;79,767;3;18;37,5;38,2;39;35,802;36,033;37,017
IN020040900;11,033;77,05;3,4;10;39,98;43,8;44,5;37,944;39,456;39,9682
IN020065100;13;80,183;0;NA;NA;NA;NA;NA;NA;NA
IN020081700;8,083;77,5;1;93;39,071;39,071;39,071;38,371;38,371;38,371
IN020100400;9,833;78,083;1;216;34,592;34,592;34,592;33,81;33,81;33,81
IN020100500;9,267;79,3;0;NA;NA;NA;NA;NA;NA;NA
IN020120700;9,733;79,033;1;125;37,499;37,499;37,499;36,743;36,743;36,743
IN020130700;10,767;79,85;3,2;6,5;39,06;40,6;41,4;38,0092;38,354;38,7657
IN021010100;10,767;78,717;0,6;7;34,4;34,4;35,5;33,611;33,619;34,709
IN022021900;24,317;92;2,4;10,5;43,3;44,5;44,9;39,9766;40,7305;42,0139
IN022023000;28,583;77,2;0;NA;NA;NA;NA;NA;NA;NA
IN023060800;28,567;77,117;0;NA;NA;NA;NA;NA;NA;NA
IN023101700;27,567;81,6;2,8;7,5;41,09;43;43,9;38,6916;39,9375;41,2363
IN023160900;28,367;79,4;2;5;35,651;37,2;40,2;33,291;35,185;37,92
IN023261300;30,317;78,033;1,6;4;37,6;38,05;43,94;36,8029;37,3355;41,3445
IN023310500;26,75;83,367;0;NA;NA;NA;NA;NA;NA;NA
IN023351400;25,45;78,617;2,4;8,5;42;44,4;44,65;39,8403;41,0275;41,9175
IN023550300;30,4;78,483;1,8;11;43,4;44,4;44,78;39,7528;40,435;41,1418
IN024059900;25,45;82,867;1,8;5;33,68;36,2;39;32,554;33,539;33,8822
IN024141500;22,533;88,333;1,6;4;35,748;37,75;40,8;35,748;35,975;37,1684
IN025010100;22,65;88,45;1,8;20;33,4;34,5;34,8;32,4198;33,396;33,5284
IN099990101;8,3;73;0;NA;NA;NA;NA;NA;NA;NA
IN099999901;11,117;72,733;2,6;5;31,6;33,5;35,4;31,4354;32,138;33,716
IR000040706;11,667;92,717;2,8;18;33;36;38,92;30,36;32,621;34,646
IR000040745;38,08;46,28;3,8;10;37,68;39,2;42,08;34,0412;34,954;35,7752
IR000040841;36,267;59,633;3,2;11;38,22;39,2;40,8;36,0467;36,3895;37,3874
IR000040848;30,25;56,967;2,6;27;38,08;40,6;41;36,651;37,67;38,3844
IR000407540;29,533;52,533;3,4;11;34,6096;38,6;41;34,362;35,261;36,3532
IR000407660;35,683;51,317;1,8;60;37,76;42,2;43,1;35,81;37,627;39,2344
IR000408560;34,267;47,117;4,6;8;39,76;41;42;36,5568;37,275;37,563
IRM00040712;29,476;60,907;2;32;29,3165;34,5;37,4;28,258;30,27;31,779
IRM00040718;37,668;45,069;3;11;27,058;32;33,2;27,058;28,796;29,59
IRM00040736;37,467;49,467;2,6;12;31,2;35,2;35,4;29,6412;30,678;31,5126
IRM00040769;36,717;52,65;2,2;26;34,3996;38,6;39,76;33,2056;34,796;35,747
IRM00040800;34,138;49,847;2,2;15;35,52;39,8;43;34,7796;36,267;37,6568
IRM00040809;32,751;51,862;4,8;11,5;37,98;40,6;41,55;35,1889;35,7235;36,8869
IRM00040821;32,898;59,266;3,6;16;41;42,8;44,68;37,8868;39,04;40,1377
IRM00040831;31,905;54,277;2,8;10,5;48,32;49,5;51,08;45,5131;46,567;47,2413
IRM00040875;30,371;48,228;4,6;6;39,32;42,5;45;38,1786;38,792;39,6214
IS000004640;27,218;56,378;5,4;8;34,16;36,2;38,96;30,3416;30,924;32,256
IS000009972;32,9667;35,5;4;9;41,2;44;46,1;38,9335;40,041;41,0185
ISE00105694;29,55;34,95;2,8;11;34,01;35;36,2;31,5842;31,8105;32,6421
ISM00040180;32;34,7994;3,4;8;36,4;37,5;39,1;32,6658;33,182;33,7262
IT000016090;32,011;34,887;2,4;24,5;31,61;33,8;36,9;28,1818;29,104;31,2928
IT000016239;44,2;10,7;2,6;23;33,12;35;37,68;29,2262;30,36;33,0902
IT000016320;41,7831;12,5831;3,6;15;33;35,6;43;28,2707;30,0865;31,6217
IT000016560;39,93;9,72;2,6;18;34,8;38;39,28;30,5508;31,895;32,9028
ITM00016008;41,7;15,95;4,4;12;22,54;26,4;28,52;18,5134;20,383;23,4735
ITM00016045;46,75;10,533;4,6;7;25,92;34;36,2;25,92;28,507;30,2528
ITM00016052;45,979;13,049;1,6;58,5;4,3991;5,79955;10,4;3,29264;3,60795;4,54026
ITM00016064;45,933;7,7;3,4;19;29,4;33;36,4;26,6338;28,282;31,6538
ITM00016088;45,53;8,669;3;25;33;34,2;36,2;28,849;29,49;31,19
ITM00016098;45,432;10,268;3,4;18;32,24;35,3;39,32;28,88;29,832;33,791
ITM00016110;45,685;12,083;2,6;18;27,2;33,3;36,4;25,8144;27,877;29,8096
ITM00016149;45,65;13,75;2,2;23;32,18;34,4;38,12;27,5386;28,585;30,24
ITM00016153;44,02;12,612;3,6;14,5;26,51;30,55;33,4;24,9898;26,7775;27,6885
ITM00016158;43,95;8,167;3,4;14;30,92;34;37,6;27,9514;29,184;31,8714
ITM00016206;43,684;10,393;3,6;14,5;32,4;36,9;39;29,9631;31,1525;33,9189
ITM00016219;42,76;11,072;4,2;12;21,32;24,4;25,8;16,2052;18,505;19,522
ITM00016245;42,467;12,983;3,6;11;30,8;33;34,6;27,4228;28,4635;30,0237
ITM00016252;41,659;12,445;3,2;20;30,3;32,8;35,38;26,1355;27,5345;29,4486
ITM00016253;41,567;14,65;2,8;15;33;35,1;36,14;29,0618;30,1945;31,1388
ITM00016280;41,061;14,082;2,8;19,5;29,9;30,6;35,6;26,1573;27,448;29,5707
ITM00016310;40,917;12,95;2,8;19;30,36;33,4;34,8;28,4041;28,99;31,7046
ITM00016325;40,017;15,283;2,8;17,5;36,96;38,7;43,4;30,6222;31,611;32,8657
ITM00016360;40,433;16,883;3;10;30;35;37,8;27,7;29,261;30,808
ITM00016400;39,817;18,35;2,6;17;31,64;33,2;36,6;28,1964;29,218;30,187
ITM00016420;38,7;13,183;2,8;26,5;35,5;37,2;40,6;30,5394;31,1355;32,5514
ITM00016429;38,2;15,55;4;12;31,8;37,4;38,8;29,445;30,337;31,5165
ITM00016480;37,911;12,488;2,8;19;31,18;37,3;39,2;30,0283;30,8825;31,3848
ITM00016546;36,683;15,133;2,8;20;36,56;39;41,64;32,4784;33,092;34,9928
ITW00033126;39,354;8,972;2,6;25;36,56;43,4;45;33,928;34,396;36,335
IV000005548;37,4;14,9167;0,8;4,5;34;34,85;35,2;33,04;33,4535;33,87
IV000005555;7,38;-7,38;1,6;12;34,906;36,6;36,88;34,0437;34,7055;35,3483
IV000005557;7,68;-5,03;2,2;6;35,66;36,5;37,24;33,9836;35,028;35,7994
IV000005562;6,13;-5,95;4,8;5;38,9;39,4;39,6;35,7142;36,5395;37,5265
IV000005592;6,65;-4,7;4;4;31,085;31,8;34,2;31,0075;31,107;32,3865
IZ000040665;4,42;-7,37;1;92;44,553;44,553;44,553;43,776;43,776;43,776
JA000047401;32,17;46,05;3,2;11,5;22,36;26,4;28,89;19,4567;20,48;22,4591
JA000047402;45,417;141,683;3,8;11;26,24;29,9;34,48;20,7136;21,443;23,3488
JA000047404;44,933;142,583;3;11;25,1;27,5;32,8;21,413;22,76;25,443
JA000047405;44,367;141,7;4;8;26,3;29,5;34,5;19,8835;22,0755;23,321
JA000047406;44,583;142,967;3,8;9;24,76;28,7;32,66;21,4808;22,413;24,8484
JA000047407;43,95;141,633;4,2;9;27,6;29,8;34,4;24,3332;25,359;26,9258
JA000047409;43,767;142,367;4,6;9;26,18;29,5;36,04;21,8636;22,548;24,8938
JA000047411;44,017;144,283;3,2;10;25,01;28,7;34,69;22,0459;23,4435;25,8493
JA000047412;43,183;141,017;3;14;26,2;29,3;33,2;23,346;24,968;27,113
JA000047413;43,067;141,333;4;9,5;26,4;30,35;33,05;23,52;24,66;26,149
JA000047417;43,217;141,783;4,6;5;29,68;32,7;34,4;24,0168;25,361;27,216
JA000047418;42,917;143,217;3,4;15;25,3;25,9;28,42;19,4822;19,822;21,8752
JA000047420;42,95;144,433;4;13;22,7;26,6;30,1;18,876;19,271;21,784
JA000047421;43,333;145,583;2,2;13;22,78;27,7;32,4;20,878;22,72;24,9808
JA000047423;42,8;140,217;3,2;13;25,31;27,25;29,5;21,0062;22,096;23,8659
JA000047424;42,317;140,983;2,8;18;26,02;28,1;29,9;21,2358;21,869;23,4593
JA000047426;42,617;141,55;2,2;26;23,12;25,8;28,9;20,544;21,234;23,1486
JA000047428;42,167;142,783;2,6;7;23,98;28,8;34;22,2372;24,17;26,0712
JA000047430;41,867;140,117;4;9;25,05;28,8;32,25;22,6845;24,2685;26,436
JA000047433;41,817;140,75;3,6;9,5;26,27;29,3;32,93;22,6924;23,9715;25,8075
JA000047435;42,9;140,75;4,4;9,5;24,4;29,2;35,4;20,4171;21,7795;23,6497
JA000047440;44,35;143,35;3,8;9;27,4;30,6;32,94;21,0834;21,687;23,1558
JA000047512;42,3;143,317;2,6;14;31,64;33,8;35,5;25,0608;27,012;27,7504
JA000047520;39,067;141,717;3,4;13;29,8;32,4;35,72;25,784;28,149;29,8816
JA000047570;38,75;140,317;4;9,5;32,25;35;35,95;28,2525;30,8225;31,2395
JA000047574;37,483;139,917;2,4;17;25,69;29,7;33,5;23,2784;25,452;27,0353
JA000047575;40,65;139,933;3,4;8;29,18;31,3;34,2;23,9522;25,887;28,11
JA000047576;40,817;140,767;4,6;8;25,54;29,6;33,5;23,5072;24,253;26,4486
JA000047581;41,283;141,217;5,4;6;28,74;32,1;35,66;24,3188;25,479;27,1704
JA000047582;40,533;141,517;2,8;8,5;30,17;33,7;37,9;26,1809;28,1525;30,0695
JA000047584;39,717;140,1;4,2;9;30;32,8;35,12;25,6144;27,37;28,5492
JA000047585;39,7;141,167;4,8;8;29,27;32,7;34,85;24,2121;25,5125;28,4351
JA000047587;39,65;141,967;1;92;28,942;28,942;28,942;26,713;26,713;26,713
JA000047588;38,8;139,783;3;14;32,5;35,6;37,4;28,413;30,215;30,963
JA000047590;38,25;140,35;3,4;13;30,84;34;36;26,3318;28,256;28,846
JA000047592;38,267;140,9;3,6;11;31,11;32;33,7;25,1326;26,356;26,9912
JA000047597;38,433;141,3;3,2;14,5;28,81;34,1;34,2;26,2792;28,795;29,6612
JA000047598;37,133;140,217;3;14;29,8;34,4;34,6;25,492;27,337;27,814
JA000047600;36,95;140,9;2,2;16;31,1;35,1;38,2;27,413;29,856;30,6466
JA000047602;37,4;136,9;2,6;7;29,38;35;36,6;25,8214;28,795;29,8142
JA000047604;38,033;138,233;3,4;12;30,86;36,9;37,26;26,9744;29,777;31,2492
JA000047605;37,917;139,05;3;10;32,4;36,1;37,7;26,925;31,363;31,733
JA000047606;36,583;136,633;2,2;28;34,68;37,7;38,3;28,5322;30,726;31,7018
JA000047607;36,8;137,05;2,6;17;35,28;37,4;38,8;29,5088;31,081;32,0982
JA000047610;36,717;137,2;3,4;10;32,9;35,9;36,9;27,7216;30,608;31,9946
JA000047612;36,667;138,2;3,6;9;31,04;36,85;37,88;27,9906;30,6615;31,7138
JA000047615;37,1;138,25;4;9,5;32,1;36,7;38,2;28,565;30,9535;32,164
JA000047616;36,55;139,867;2,8;11,5;32,77;35,7;36,9;29,7;31,3755;32,1483
JA000047617;36,05;136,217;3,6;10;30,1;35,1;36;27,1799;30,381;31,5152
JA000047618;36,15;137,25;2,6;18;29,3;35,4;36,9;27,2724;31,206;31,931
JA000047620;36,25;137,967;3,2;11;28,5;33,3;34,75;25,8119;28,662;30,2342
JA000047622;36,05;138,117;2,6;16;26,62;32,1;33,1;23,3076;26,465;27,1002
JA000047624;36,35;138,55;3,6;14;35,9;38;40;27,8573;32,032;33,2324
JA000047626;36,4;139,067;3,6;11;34,3;38,8;39,67;29,3942;32,844;33,9842
JA000047629;36,15;139,383;3,8;10;32,9;36,2;36,8;28,044;30,074;31,2014
JA000047631;36,383;140,467;2,2;14;32,5;36,5;36,8;29,7868;31,237;32,0192
JA000047632;35,65;136,067;2,4;21,5;32,7;37,1;39;30,9432;33,1125;33,7583
JA000047636;35,4;136,767;2,4;20,5;32,6741;37,5;39,3;30,1519;32,7215;33,2601
JA000047637;35,167;136,967;3;13;31,8;35,2;36,1;29,236;31,127;32,281
JA000047638;35,517;137,817;2,2;25;34,88;37,6;40,4;31,36;33,02;33,899
JA000047640;35,667;138,55;3,4;17;29,2;33;34,4;24,7676;27,638;28,615
JA000047641;35,5;138,767;3,8;9;33,04;37,4;38,7;27,5714;31,52;32,854
JA000047648;35,983;139,067;3;11;30,2;33;35,2;27,27;28,133;28,825
JA000047649;35,733;140,85;2,8;11;31,72;35,3;36,81;29,453;31,9825;32,6194
JA000047651;34,767;136,15;2,4;19,5;30,3144;36,5;39,1;28,272;31,352;32,0003
JA000047653;34,733;136,517;2,2;28;30,3;35,8;36,98;28,1714;30,869;31,2538
JA000047654;34,633;137,1;2,4;24,5;31,54;36,65;37,83;28,5526;31,0455;31,5357
JA000047655;34,717;137,717;1,6;49,5;30,65;33,3;36,7;28,2662;29,459;29,6914
JA000047656;34,6;138,217;2,8;19,5;32,2;35,8;37,9;28,0039;30,4835;31,6543
JA000047657;34,983;138,4;2,8;15;30,63;35,2;36,2;29,3099;31,014;31,453
JA000047662;35,117;138,933;3,2;7,5;33,3;37,8;39,5;28,6512;31,389;32,3601
JA000047663;35,683;139,767;3,2;15;31,11;36,5;37,5;28,6883;30,54;31,6614
JA000047666;34,067;136,2;2,4;23;29,13;31,3;33,9;26,58;28,608;29,0663
JA000047668;34,6;138,85;2,6;18;31,2;34,3;36;28,4424;29,838;30,9628
JA000047670;35,05;139,1;3;15;31,5;35;36,5;27,255;30,363;31,71
JA000047672;35,433;139,65;2,2;21;31,18;34,2;36,3;27,9496;30,385;30,7668
JA000047674;34,983;139,867;2;32,5;27,95;34;34,6;26,4945;28,008;28,5875
JA000047675;35,15;140,317;2;32;31,2;33,3;34,3;27,8985;29,3295;29,822
JA000047677;34,75;139,383;2,4;14;28,48;31,15;32,33;26,701;28,0355;29,0855
JA000047678;34,117;139,517;2,4;16,5;28,51;31,3;31,69;27,6568;28,952;29,3896
JA000047682;33,117;139,783;2,2;26;31,76;35,6;37,8;28,3584;30,854;31,758
JA000047684;35,6;140,1;2,8;13,5;29,76;34,7;37,75;28,2701;30,847;31,7535
