name;lat;long;count;duration;q10_max;q50_max;q90_max;q10_min;q50_min;q90_min
TH000048356;17,45;101,733;2;6,5;37,4;40,35;41,05;35,0365;36,76;38,881
TH000048357;17,15;104,133;2,2;8;37,14;38,6;40,7;35,335;35,967;37,8302
TH000048375;17,417;104,783;1,4;7;36,94;38;40,62;35,5334;35,929;38,0868
TH000048376;16,667;98,55;1,8;10;40,9;41,9;43,22;37,9824;39,84;40,8288
TH000048378;16,883;99,15;1,4;10;36,92;39,6;40,16;35,8652;37,019;38,4262
TH000048379;16,817;100,267;1,4;6;37,56;40,5;41,3;37,0176;38,045;39,0354
TH000048381;16,433;101,15;2,4;6;38,42;39,45;41,7;36,2859;37,5725;38,9445
TH000048383;16,433;102,833;1,4;9;38,4;39,7;41,36;36,8726;37,606;38,5858
TH000048400;16,533;104,717;2,2;11;38,84;41;41,5;37,47;38,586;39,4636
TH000048405;15,8;100,167;2,4;5;37,7;39,8;40,1;35,8484;36,797;37,8856
TH000048407;16,05;103,683;3;9;39;40,4;41,4;36,965;38,081;38,626
TH000048425;15,25;104,867;3;6;37,5;38,6;40,5;35,839;37,168;37,995
TH000048426;14,467;100,133;3,2;5,5;36,2;37,9;38,78;35,7325;36,086;36,9956
TH000048430;14,8;100,617;1,6;7;36,87;38,7;39,57;36,1282;37,5325;38,1048
TH000048431;14,05;101,367;2,4;6;37,4;38,45;39,7;36,1258;36,6125;37,7364
TH000048432;14,967;102,083;2,4;5;37,6;39,45;39,7;35,5716;36,559;38,0275
TH000048450;14,883;103,5;2,6;12;38,86;40,8;41,9;37,2262;38,4;39,525
TH000048455;14,017;99,533;3,8;7;35,72;38;39,4;34,69;35,486;36,5216
TH000048456;13,733;100,567;5,2;6,5;36,02;38,3;39,4;34,9545;35,587;36,0754
TH000048459;13,917;100,6;3,8;7;35,54;37;38;34,2396;35,297;36,0644
TH000048462;13,367;100,983;1,6;9,5;37,43;39,9;40,27;36,5239;38,023;38,5042
TH000048475;13,7;102,583;6;6;34;35,7;36,7;33,3925;33,7095;34,277
TH000048477;12,583;99,95;3,8;8;34,94;36,5;36,7;34,2382;34,658;35,1134
TH000048480;12,683;100,983;1,4;13;34,42;36;36,58;34,0162;34,714;35,105
TH000048500;12,6;102,117;2,6;7;36,7;38,3;39,84;33,9108;36,181;37,7532
TH000048501;11,8;99,8;2,6;4;32,454;33,6;35,72;32,454;33,106;33,593
TH000048517;11,767;102,883;2,2;6;34,76;35,3;36,9;33,3024;33,956;35,1482
TH000048550;10,483;99,183;5,2;6;34,11;35;35,8;32,3089;32,615;33,2592
TH000048551;9,467;100,05;3,2;4;36,1;37,45;37,5;34,8051;34,9975;35,8125
TH000048552;9,117;99,15;5,2;6;35,8;36,3;36,4;33,9299;34,2535;35,0407
TH000048564;8,533;99,95;3,2;9;33,1562;35,1;36,29;33,118;34,086;34,6674
TH000048565;7,883;98,4;1,4;4;32,864;33,38;35,98;32,6984;32,985;33,7918
TH000048567;8,132;98,317;1,8;5;35,34;36;37,2;34,5574;35,2;36,008
TH000048568;7,517;99,617;4,2;7;35,44;36,1;36,8;33,7918;34,375;34,7246
THW00041018;7,2;100,617;0,8;5;38,5;38,6;38,7;36,354;36,496;37,4
TI000038599;17,3833;102,8;1,4;89;36,176;38,2;40,7;34,6006;34,803;35,1398
TI000038705;40,2167;69,7331;1;94;33,426;33,426;33,426;32,312;32,312;32,312
TI000038713;39,5;67,6;2;33,5;31,343;34,1;37,8;29,378;30,17;30,8835
TI000038715;39,9;68,983;1;92;16,785;16,785;16,785;15,491;15,491;15,491
TI000038719;39,567;68,583;1;92;15,04;15,04;15,04;13,795;13,795;13,795
TI000038725;39,083;68,867;1;92;27,159;27,159;27,159;26,278;26,278;26,278
TI000038734;39,4;69,7;1;92;22,63;22,63;22,63;21,805;21,805;21,805
TI000038744;39,5;70,2;1,4;61;27,8888;29,7;33,66;26,264;27,684;27,8714
TI000038836;39,3;71,5;3,4;13;36,5;40;43;33,1894;34,952;35,8552
TI000038845;38,5494;68,8;1;92;24,358;24,358;24,358;22,95;22,95;22,95
TI000038851;38,1;69,317;1;92;32,482;32,482;32,482;31,205;31,205;31,205
TI000038869;39;70,3;1;64;21,723;21,723;21,723;21,269;21,269;21,269
TI000038878;38,167;72,633;1;64;20,751;20,751;20,751;19,868;19,868;19,868
TI000038933;38,167;73,967;3;15;38,5;40,5;42,8;36,387;36,878;37,409
TI000038944;37,8167;68,7831;1;94;38,554;38,554;38,554;37,32;37,32;37,32
TI000038947;37,483;69,383;1;94;38,067;38,067;38,067;36,925;36,925;36,925
TI000038954;37,233;69,083;2,6;14;31,96;35,5;36,44;28,1766;30,211;31,2872
TO000005361;37,5;71,5;3,4;7;37,5;38,5;39,4;35,9602;36,492;36,7858
TO000005376;8,98;1,13;3,8;9;35,2206;38;39,36;34,6692;35,314;35,7872
TO000005380;7,58;1,12;3,8;7;35,535;37,5;38,5;34,7756;35,602;36,1974
TS000060725;6,58;1,5;3,8;13;42,4;45,5;45,7;36,5304;37,684;39,2388
TS000060765;36,48;8,8;4,8;10;40,94;45,45;46,5;31,5084;32,4085;35,5525
TSE00147773;33,88;10,1;2,8;18,5;41,81;45,4;48;37,0193;38,0695;40,6983
TSM00060715;35,67;10,1;4;17;37,85;42,8;44,6;33,0695;33,8065;35,6435
TSM00060745;36,851;10,227;3;21;39,7;44,3;46,1;36,834;38,1;39,394
TU000017040;34,422;8,823;2,8;19;27,6161;31,8;34,4;26,0847;27,6135;29,2533
TU000017090;41,0331;40,5167;2,4;18;33,7;35,4;40;28,196;29,1365;32,6318
TU000017170;39,75;37,0167;1,8;62;27,32;32;33,9;25,3044;27,057;28,8508
TU000017240;38,45;43,32;2,8;22,5;33,74;35,6;37,82;29,4639;30,5965;32,6516
TU000017375;37,75;30,55;2,8;14,5;37,8;41,6;43,9;33,7299;34,7375;35,3124
TUM00017022;36,3164;30,15;3,6;6;27,61;33,2;39,9;24,7538;26,217;27,262
TUM00017026;41,45;31,8;2;30;26,18;27,75;31,4;25,3585;25,8745;27,0535
TUM00017030;42,033;35,167;1;64;26,654;26,654;26,654;26,379;26,379;26,379
TUM00017050;41,283;36,3;3,6;10;34,7;36,7;41,42;30,1825;31,5125;33,8651
TUM00017056;41,667;26,567;2,4;12,5;28,82;33,5;38,4;27,0925;28,7725;29,4827
TUM00017092;40,983;27,55;2,4;19,5;31,91;36,4;39,4;29,418;31,5655;32,7627
TUM00017096;39,71;39,527;2;23,5;28,15;31,35;34,9;24,619;27,06;28,3215
TUM00017098;39,957;41,17;2,6;20;26,32;29,8;34,4;24,2912;25,34;27,881
TUM00017112;40,562;43,115;2,4;13;31,47;34,5;37,06;29,7658;30,573;31,7697
TUM00017150;40,138;26,427;3,6;11;35,09;41;43;30,7857;32,6;34,4792
TUM00017160;39,619;27,926;3,2;12;31,71;34,45;37,4;28,7531;29,966;31,4015
TUM00017188;39,15;34,167;2,4;15;31,36;34,5;38,8;29,1823;30,1895;32,4901
TUM00017190;38,683;29,4;3,4;16;29,96;35,2;37,76;28,0726;29,594;31,8998
TUM00017210;38,726;30,601;1,8;58;35,14;40,3;42,9;33,4006;35,994;37,5674
TUM00017220;37,917;41,95;1;92;34,22;34,22;34,22;32,986;32,986;32,986
TUM00017244;38,433;27,167;2,4;24,5;33,19;37;37,84;30,1404;30,7045;31,5319
TUM00017270;37,979;32,562;2,8;10,5;39,12;43,35;44,55;35,744;37,998;39,4302
TUM00017280;37,094;38,847;1,4;72;38,74;43,4;44,2;35,198;38,186;39,6856
TUM00017292;37,894;40,201;2,6;11;34;39,1;42,6;31,7964;33,41;35,1972
TUM00017300;37,217;28,367;4,6;11;38,14;41,8;45,2;33,6132;34,699;36,1388
TUM00017370;36,899;30,8;2;33,5;33,9;35,45;36,4;31,2165;32,279;32,6265
TV000091631;36,573;36,154;1,4;4;32,72;33,7;34,22;31,9118;32,179;32,6246
TV000091643;-5,667;176,133;0,6;4;32,5;32,7;32,8;31,997;32,012;32,375
TX000038388;-8,517;179,217;3,2;14;39,57;42,75;44,63;34,6679;36,627;37,8842
TX000038392;41,033;57,767;3,8;12;37,36;42;45,1;32,4502;34,985;36,4576
TX000038507;41,8;59,8;2,8;12,5;39,06;41,3;43,1;32,6903;34,46;35,7104
TX000038511;40,05;53;1;94;37,824;37,824;37,824;36,43;36,43;36,43
TX000038647;40,8;55,4;2,6;15;41,02;43,9;44,7;36,2;37,875;38,7744
TX000038656;39,25;55,517;3;12;41,4;43,5;46,4;36,798;38,024;38,935
TX000038687;39,317;58,6;4,4;10,5;37,35;42,2;43,3;34,7469;35,743;36,5945
TX000038750;39,0831;63,6;2,4;9,5;33,94;37;38,8;30,2574;31,966;32,2117
TX000038763;37,4667;53,6331;3,4;12;39,4;42,7;44,32;35,5134;37,263;38,5984
TX000038774;38,98;56,28;3,4;12;40,5;41,6;44,72;35,5536;36,954;38,1466
TX000038799;38,433;57,417;3,4;12;42,6;46,3;47,6;38,277;39,863;40,8202
TX000038806;38,083;62,8;4;11,5;38,9;43,1;45;35,9515;37,277;38,014
TX000038880;38,467;64,367;3,8;7;35,614;40,6;42,4;34,4472;36,687;37,288
TX000038886;37,9667;58,3331;4;9,5;40,1;42,9;44,65;35,6005;37,373;38,415
TX000038895;37,383;60,517;3,8;14;40,5;42,5;44,28;36,0452;37,343;38,3104
TX000038911;37,6;62,1831;4,2;12;40,56;42,8;45,5;37,3724;38,549;38,9234
TX000038915;37,833;65,2;4,6;9;41,16;43,3;46,3;37,9438;39,32;39,7846
TX000038974;37,517;66,017;4,2;9;41,66;43,1;44,52;36,7202;38,384;38,9156
TX000038987;36,5331;61,2167;4,6;10;38,74;41,7;43,1;35,6976;37,146;37,3718
TZ000063756;35,2831;62,35;2;4;30,7;31,85;33,7;29,2655;29,854;30,5125
TZ000063832;-2,467;32,917;3,6;6;32,065;34;34,5;32,065;32,411;32,583
TZ000063862;-5,083;32,833;5;6;32;34;34;30,952;31,203;31,624
TZ000063894;-6,167;35,767;6,8;6;34,2;34,55;36,2;32,2901;32,526;33,666
TZ000063962;-6,867;39,2;1;93;30,44;30,44;30,44;29,837;29,837;29,837
TZ000063971;-10,667;35,583;0,6;24;31,29;31,29;31,517;31,29;31,29;31,357
TZM00063870;-10,267;40,183;3,8;7;33,0556;33,5;35,42;32,0012;32,643;33,5418
UK000003005;-6,222;39,225;4;11;16,6;20,2;21,9;13,849;15,4445;16,5035
UK000003026;60,1331;-1,1831;4;8,5;18,05;20,4;25,35;15,688;16,321;17,9895
UK000003162;58,33;-6,32;3,4;9;22,1;24,1;28,32;17,4412;18,7;20,2282
UK000003302;55,3167;-3,2;5,2;8;20,03;26,7;32,59;17,7684;19,21;20,8739
UK000003377;53,25;-4,5331;3,8;11;24,62;29,7;30,4;20,7096;21,594;23,4268
UK000070765;53,1658;0,5239;3,6;10;19,12;21,3;24,2;16,1346;16,5355;18,4477
UKM00003091;58,45;-3,083;4,6;6;19,38;22,8;27,1;17,4988;18,3;19,1416
UKM00003100;57,202;-2,198;3,2;6;17,1;21,4;23,7;15,6131;16,9385;17,4746
UKM00003772;56,499;-6,869;4,2;12;26,6;30,5;32,14;22,0566;24,106;25,012
UKM00003917;51,478;-0,461;4,6;6;19,96;21,5;27,3;17,6102;18,451;20,1068
UKW00035047;54,658;-6,216;1;64;21,34;21,34;21,34;21,157;21,157;21,157
UPM00033049;51,35;1,3667;3,6;9,5;30;30,6;35,26;23,8915;25,1725;28,0563
UPM00033058;52,183;32,583;3;8;27,4;30,1;33,3;23,877;24,914;27,757
UPM00033177;52,05;33,95;3,8;8;30,4;32,5;34,1;23,3404;25,347;26,2892
UPM00033213;50,833;24,317;4,4;7;29,02;31,2;34,4;24,049;25,103;27,9762
UPM00033228;51,317;28,783;3,8;8;33,1;34;39,2;25,482;27,328;29,2626
UPM00033236;51,283;30,233;3,6;7;28,4234;32,7;34,8;24,3867;26,419;28,4811
UPM00033246;50,95;30,883;3,4;10;28,5;32,5;35,44;24,5284;26,325;29,0398
UPM00033261;51,05;31,9;4,4;8;28,4;31,4;35,5;23,3934;25,434;27,6363
UPM00033268;51,233;33,2;3,2;9;27,86;31,8;36;23,6254;26,1445;27,8509
UPM00033275;50,767;33,45;4;9;28,7;31,4;34,35;23,317;25,3475;27,118
UPM00033287;50,85;34,667;3,4;10;27,56;33;33,1;23,952;25,647;26,5092
UPM00033296;50,25;23,633;4,2;7;27,7772;31,5;34,2;24,2986;25,784;27,1958
UPM00033297;50,417;25,75;3,4;10;26,7;33,5;34,7;24,6424;26,1;27,0058
UPM00033299;50,1;25,15;5;8;31,6;32;32,5;24,057;25,405;26,226
UPM00033301;50,1;25,717;4,4;8,5;31,3;32,6;34,4;23,7082;25,658;26,8797
UPM00033312;50,583;26,133;4,4;7;29,6;31,1;33,9;24,3942;25,6035;27,7041
UPM00033317;50,6;27,633;4,4;7,5;27,49;31,5;32,5;24,603;25,579;26,8065
UPM00033325;50,17;27,05;4,6;8;29,54;30,6;32,7;23,844;25,633;27,4492
UPM00033345;50,233;28,733;3,8;9;29,8;31,6;34,48;24,8422;25,925;28,5612
UPM00033347;50,4;30,5331;3,4;8;29,3;32,3;35,3;25,1574;26,807;28,9144
UPM00033356;50,333;30,967;3,6;6;32,1;32,25;34,1;24,9577;26,762;28,404
UPM00033362;50,217;31,8;3,6;7,5;28,83;32;35,3;24,6089;26,354;27,8411
UPM00033376;50,583;32,383;3,6;8;29,67;32,4;36,2;24,6195;26,529;28,9564
UPM00033377;50,367;33,983;3,6;9;28,4;31,8;34,94;23,9812;26,1365;28,8473
UPM00033393;50,02;33;3,6;12;29,99;31,15;33,2;24,1898;25,028;26,7781
UPM00033398;49,8167;23,95;4,2;6;29,1;32,4;32,9;23,777;25,46;26,337
UPM00033409;49,35;23,517;3,6;9,5;29,68;31,6;33,2;24,8976;25,75;26,4389
UPM00033415;49,433;24,95;4,6;8;29,8;31,1;33,3;23,8202;25,045;25,8248
UPM00033429;49,533;25,667;5;10;30,2;31;33,2;23,523;25,237;26,036
UPM00033464;49,433;26,983;3,4;9;31,5;32,3;34,82;24,6004;26,569;28,316
UPM00033466;49,75;30,117;3,6;8;28,77;31,55;34,38;24,3684;26,443;28,1512
UPM00033495;49,667;31;4;9;28,35;31,6;35,5;24,5685;26,377;28,3505
UPM00033506;49,617;33,267;3,8;11;29,5;32,6;36,8;24,0328;26,471;29,0888
UPM00033511;49,6;34,5664;3,2;9;25,16;28,3;30,6;21,315;23,713;24,8528
UPM00033536;49,117;23,033;4,4;7,5;28,3;32,2;34,8;23,7958;26,427;27,0866
UPM00033548;49,017;25,8;4,6;8;28,6;33,8;34,3;24,6062;26,716;27,6116
UPM00033557;48,65;26,667;5,2;7,5;27,67;32,05;33,6;23,5157;25,912;26,8841
UPM00033562;48,85;27,267;4,6;10;29,9;31;33,5;24,0172;24,869;27,2738
UPM00033564;49,2331;28,6;4,2;9;27;32;33,22;23,7038;25,307;26,5484
UPM00033577;49,05;28,1;2,8;9,5;28,9644;32,1;32,85;24,742;25,3695;26,7332
UPM00033581;48,8;29,4;4,2;9;28,58;32;33,48;24,629;26,022;27,4872
UPM00033587;49,25;30,1;3,8;10;29,62;32,3;34,8;25,2968;27,178;29,7366
UPM00033598;48,77;30,23;3,2;9;29,52;32;35,39;24,9519;26,8;28,6623
UPM00033605;48,783;31,633;3,8;8;29,9;31,7;34,8;23,6014;26,353;28,0896
UPM00033609;49,083;32,667;3,2;12,5;30,9;35,4;37,06;24,3916;27,5415;29,5335
UPM00033621;48,717;32,667;3,4;9;30;33,5;38,2;25,326;28,024;29,5034
UPM00033631;49,15;34,2;4,4;13;29,4;33,9;36;25,3252;27,902;29,3972
UPM00033638;48,6331;22,2667;3,8;10;28,6;34,8;36,7;26,8;28,565;29,2774
UPM00033647;48,183;23,45;4;8,5;29,4;31,4;34,1;24,472;26,611;27,227
UPM00033651;48,05;24,3;3,2;10;27,6;31,6;33,88;23,4538;25,752;26,3045
UPM00033657;48,533;25,033;3,4;9;24,4;30;31,6;21,1872;23,353;24,785
UPM00033658;47,867;25,217;3,8;9;29,76;33;34,9;25,1782;26,603;27,1474
UPM00033663;48,3667;25,9;4,6;8;32,8;34,3;37,2;27,2442;28,748;29,8324
UPM00033664;48,45;27,783;1;92;25,072;25,072;25,072;23,965;24,026;24,026
UPM00033686;48,35;27,083;4,2;8;29,8;33,3;36,6;25,6392;27,815;29,0856
UPM00033699;48,35;29,867;4;9;31,9;34;38,5;26,932;29,1345;30,895
UPM00033705;48,05;30,85;4,4;8;29,91;33;36,6;25,6274;27,5335;28,9936
UPM00033711;48,233;31,4;4,4;9,5;29,66;33,2;37;24,1053;26,535;29,0249
UPM00033717;48,517;32,2;3,2;10;32,44;34,2;37,3;25,7386;28,343;29,9582
UPM00033723;48,067;32,15;3;9;32,5;34;37,9;26,444;28,054;30,56
UPM00033761;48,433;33,9;5;9;29,3;33,1;36;25,352;27,651;28,775
UPM00033777;47,85;30,267;3,8;9;32,24;34,9;39,3;26,9346;29,007;30,6444
UPM00033791;47,567;31,333;4,2;9;29,4;32,9;37,82;24,7292;26,698;29,2992
UPM00033805;47,9;33,4;3,6;8,5;29,98;32,05;38,6;26,0958;27,982;30,02
UPM00033833;47,583;34,45;2,4;10,5;27,893;32,4;39,7;26,9865;27,6955;28,2027
UPM00033834;47,017;30,75;3,8;9;32,78;34,7;38,2;27,025;28,171;29,7592
UPM00033837;46,85;30,083;3;13;29,2;32,2;36,4;24,57;26,724;29,708
UPM00033862;46,48;30,63;3,4;9;30,52;34,6;39;26,8138;28,486;30,6144
UPM00033869;47,317;33,283;3,4;10;29,8;33;37,4;27,0526;28,017;31,4772
UPM00033877;46,783;33,367;3,4;8;30,78;33,8;39,8;28,1738;28,773;30,979
UPM00033889;46,85;34,4;3,2;12;31,83;35,9;39,9;27,57;29,5455;32,3453
UPM00033896;45,3667;28,85;3,8;8;31,94;35,1;39,96;27,8524;28,838;30,5522
UPM00033902;46,017;29,667;3,4;11;31,44;33,9;40,5;27,339;28,326;31,095
UPM00033910;46,633;32,567;2,2;14;30,8;32,4;37,7;26,8142;27,569;30,012
UPM00033915;46,1667;34,8167;3,4;11;31,98;35;39;27,2428;29,047;32,2404
UPM00033924;46,5;33,9;2,8;11;27,35;32,7;39,4;24,5937;25,494;30,5679
UPM00033946;45,517;32,7;3;11;30;35,7;37,5;26,638;27,635;32,075
UPM00033983;44,7;34,1331;2,6;13;27,52;32,6;34,84;25,372;26,411;29,983
UPM00034300;45,4;36,4167;3,4;9;28,5;31,7;36,72;24,1418;25,659;28,623
UPM00034302;49,9667;36,1331;2,2;6;26,54;31,6;36,24;23,394;25,381;28,8742
UPM00034304;50,2;35,533;4,4;7;28,87;33,2;36,3;24,1029;26,113;28,2586
UPM00034312;49,85;35,233;4,2;7;29,18;31,6;58,8;23,6922;25,9;29,6426
UPM00034319;50,067;37,383;4;7;30,7;34;39,4;26,2725;27,6825;30,246
UPM00034401;49,633;37,7;3,6;7,5;28,46;32,6;37,9;24,8978;26,675;29,3336
UPM00034409;49,383;35,45;4;6;29,65;33,4;37,1;25,282;26,7115;29,4855
UPM00034415;48,9;36,317;4;7,5;29;32,35;38,35;25,444;26,538;31,1
UPM00034421;49,183;37,3;3,4;7;29,84;32,7;38,6;25,6284;27,793;30,9384
UPM00034434;49,417;38,167;3,6;6;29,2;33,45;39,95;26,4365;27,4775;31,8629
UPM00034504;49,217;39,583;4;9;29;34,1;39,8;25,0175;27,6725;30,908
UPM00034509;48,6;34,967;3,6;7,5;29,23;33,1;37,7;25,9969;27,4465;29,6134
UPM00034510;48,133;36,233;3,6;8;29,34;33,45;39,4;27,1256;28,089;31,9453
UPM00034607;48,6;37,983;3,2;14;31,21;33,6;38,7;27,3834;29,0645;30,9063
UPM00034609;47,267;35,333;2,8;13;32,1;32,5;37,55;26,7585;27,6065;29,8556
UPM00034615;47,333;36,333;3;8;28,9;32,5;37,6;26,52;28,369;29,846
UPM00034704;47,617;37,35;3,4;8;30,36;33,1;38,4;27,937;28,581;30,3234
UPM00034708;46,833;35,367;3,2;9;29,34;32,25;37,57;25,926;26,7415;29,2418
UPM00034712;46,683;35,85;3,4;10;26,24;30;35,06;24,795;25,708;29,1618
USC00244558;47,1;37,6;3,6;7,5;29,23;35;37,2;24,662;27,5705;30,0077
USC00507783;48,3042;-114,2636;3;10;21,1;26,7;27,8;17,193;19,431;20,882
USS0009A01S;62,0911;-152,735;3,4;9;26,18;30,7;33,2;22,0116;23,873;24,7758
USS0009D06S;48,17;-109,65;3,4;9;18,48;24,9;26,3;15,2608;18,332;20,2222
USS0009D16S;45,06;-109,94;3,2;11;25,71;28,9;31;20,9594;21,756;24,0433
USS0010C06S;45,19;-109,35;4;6,5;18,7;27,1;28,7;16,583;18,904;20,9535
USS0010C09S;46,78;-110,62;3;10;26,2;29,9;32,3;21,981;22,756;24,392
USS0010D07S;46,79;-110,68;3,6;8;24,06;30,3;33;20,4911;24,768;26,4369
USS0010D13S;45,01;-110,01;4;7;24,8;29,95;32,3;19,7035;23,8845;26,25
USS0010D16S;45,5;-110,97;3;8;24,8;27,7;29,1;19,92;20,798;22,867
USS0011E07S;45,4;-110,96;3;10;26,4;32,1;35;22,638;25,743;29,098
USS0011E24S;44,66;-111,09;2,8;15;20;28,2;30,9;16,85;21,7375;22,9699
USS0011E29S;44,79;-111,71;3,4;9;18,54;26,3;27,2;16,5104;19,271;20,7972
USS0011E30S;44,96;-111,29;2,8;8,5;24,4;30,2;32,7;21,4881;24,1395;27,1389
USS0011E31S;44,61;-111,15;3,2;10,5;22,33;27,5;32,21;19,2535;21,864;24,3406
USS0011E35S;44,59;-111,12;3;12;21;29;31,6;17,55;22,039;23,955
USS0011E38S;44,51;-111,13;2,4;21;21,06;27,1;29,6;18,17;20,9355;23,7241
USS0012B12S;44,95;-111,36;4,2;9;24;29;31,6;18,1298;21,227;23,348
USS0012B13S;47,92;-112,82;3,6;8;24,33;31,5;33,05;20,351;24,2895;25,8132
USS0012C11S;47,92;-112,79;2,6;12;21,66;26,5;28,2;17,6406;19,376;21,6246
USS0012C13S;46,36;-112,26;2,6;12;25,16;28,8;30,9;20,5824;22,6;24,9274
USS0012E07S;46,44;-112,19;3;9;21,3;27,6;31,9;18,425;20,976;23,874
USS0013A19S;44,79;-112,06;2,8;12;23,73;27,05;30;18,0117;19,5415;22,7948
USS0013C13S;48,8;-113,86;3,4;11;25,26;29,7;32;19,8364;21,686;23,58
USS0013C31S;46,41;-113,43;3,6;8,5;24,3;29;31,84;20,1526;22,265;25,3196
USS0013C33S;46,87;-113,28;3,2;11;28,78;32,1;35,5;23,6373;25,4545;28,2153
USS0013C36S;46,47;-113,39;3,4;11;24,38;27,9;30,48;19,413;21,8;25,14
USS0013C38S;46,13;-113,31;3,4;8;28,62;35,8;37,3;24,5134;27,405;29,251
USS0013D22S;46,88;-113,32;3;12;21,2;26,1;30,9;17,313;20,03;22,649
USS0013E23S;45,69;-113,97;3,2;11;21,76;27,55;30,5;17,6863;21,0005;22,8487
USS0014C12S;44,99;-113,44;2,4;17,5;25,81;30;30,9;20,2555;22,0045;23,8163
USS0014C13S;46,14;-114,51;3,8;7;28,76;32,8;35,2;23,6434;25,816;27,097
USS0015A03S;46,14;-114,45;2,6;20;23,66;26,1;28,1;17,2244;18,2;19,7784
USS0015A05S;48,97;-115,95;2,8;14,5;28,23;32,7;35,1;21,9539;25,0995;26,8017
USS0015A08S;48,98;-115,82;3;16;22,9;29,9;30,2;19,538;21,64;22,913
USS0015A12S;48,57;-115,45;3,4;15;27,82;29,9;31,7;20,2912;21,772;24,0264
USS0015C10S;48,13;-115,62;3;12;25,5;28,9;31,6;19,975;20,968;22,115
USS0049L01S;58,19;-133,83;3,4;12;15,3472;22;24;13,5692;15,5;18,2468
USW00003103;60,96;-149,09;4,2;7;30,6;32,2;34,4;26,6432;28,63;29,7902
USW00003104;35,1442;-111,6664;4,4;6,5;44,01;47,2;47,8;40,8056;41,4505;42,893
USW00003144;33,6267;-116,1594;3,4;9;45,6;47,2;47,2;41,7268;42,118;42,5798
USW00003802;32,8342;-115,5786;5,8;6;29,88;31,7;33,9;27,6858;28,148;29,4542
USW00003804;39,2956;-80,2289;4,2;6;29,76;32,2;34,4;28,6678;29,237;30,5598
USW00003810;39,345;-81,4392;4,4;9,5;31,96;34,4;36,1;29,0421;30,496;31,6894
USW00003811;35,7425;-81,3819;3,6;12,5;33,81;35,3;37,2;31,1713;32,664;33,3883
USW00003812;35,5931;-88,9167;4,8;8;30,6;31,1;32,37;27,4096;28,1225;29,7353
USW00003813;35,4319;-82,5375;4,4;10;34,4;37,5;40;32,6421;34,162;34,7552
USW00003816;32,6847;-83,6528;4,8;8,5;33,25;35,85;37,2;30,5879;31,7695;33,1332
USW00003818;37,0683;-88,7719;4,6;7;33,9;36,1;38,24;32,271;33,717;35,6308
USW00003820;30,8356;-85,1839;4,4;9,5;33,9;35,85;38,3;32,0339;33,1835;34,4923
USW00003822;33,3644;-81,9633;4,6;7;33,78;35,6;40;32,4392;32,788;34,2448
USW00003841;32,13;-81,21;4,6;7;32,1;33,3;36,7;30,1478;30,859;32,6148
USW00003847;36,0028;-84,2486;4,6;8;29,88;31,1;31,7;27,6406;28,302;29,3426
USW00003849;35,9508;-85,0814;5;7;31,1;32,2;34,4;28,814;29,225;30,552
USW00003856;37,0872;-84,0769;4,4;8;32,47;34,7;37,2;30,6626;31,907;33,9012
USW00003859;34,6439;-86,7861;5;6;27,2;28,9;31,1;24,909;25,991;27,765
USW00003860;37,2958;-81,2078;6;6;31,65;33,9;35;29,202;29,866;31,3225
USW00003868;38,365;-82,555;5,6;6,5;31,7;32,8;35,6;29,0314;29,3205;30,9195
USW00003870;39,4519;-87,3089;4,2;10;33,1;34,4;37,2;30,273;30,617;33,3134
USW00003872;34,8831;-82,2203;4,6;7;27,68;29,4;30,7;25,6574;26,088;27,3968
USW00003878;37,7836;-81,1231;4,6;6;32,8;35;36,7;31,6092;32,468;33,1518
USW00003904;31,8606;-86,0122;3,8;7;35;36,7;40,36;33,8304;34,938;38,1726
USW00003919;30,5892;-96,3647;4,6;6;34,78;40,6;42,8;32,1876;34,712;36,3422
USW00003927;38,8;-97,65;3,2;12,5;34,52;37,8;42,8;33,1382;34,5505;37,6599
USW00003928;32,8978;-97,0189;3,8;13;34,64;38,9;42,8;31,4658;33,793;36,0456
USW00003932;37,6544;-97,4425;3,6;10;36,43;39,7;42,2;32,9879;34,416;37,4913
USW00003935;35,21;-99,12;4,2;10;33,9;36,1;37,34;30,7396;31,608;32,3628
USW00003936;37,2253;-89,5706;4,4;7;33,9;38,6;42,36;31,1;33,1805;36,4739
USW00003937;39,1353;-96,6778;5;7;35;36,7;38,3;33,253;33,592;35,092
USW00003940;30,125;-93,2158;4,8;9;34,4;35,6;36,92;32,5857;33,064;33,6583
USW00003945;32,3206;-90,0778;5;8;31,7;35;37,2;28,475;31,166;31,88
USW00003947;38,8169;-92,2183;4;6,5;31,7;37,25;41,1;29,404;31,5995;33,342
USW00003959;39,2972;-94,7306;4,2;12;34,56;38,9;41,48;32,336;34,156;37,2086
USW00004724;36,7683;-96,0261;4,2;7;28,9504;31,1;33,54;25,2364;26,172;28,5206
USW00004725;43,1072;-78,9453;5;8;28,3;29,4;35;23,881;24,588;26,475
USW00004751;42,1997;-75,985;5,2;8;26,92;29,4;33,08;24,2823;25,4725;27,6981
USW00004787;41,8031;-78,6403;5,6;7;27,95;29,4;34,76;24,5232;25,5655;27,9373
USW00012815;41,1783;-78,8989;3,2;5;33,95;35,6;36,1;33,153;33,996;34,3383
USW00012816;28,4339;-81,325;3;5;34,4;35;35;32,911;33,357;33,744
